Title,Old Url,New Url,Status,Notes,Group,Name,Whole Tag,Suggested Links
Norwich City Council : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011521,https://www.gov.uk/find-your-local-council,301,Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no content,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
Notes and advice for filling in Form ET1 : Directgov - Employment,http://www.direct.gov.uk/en/Employment/ResolvingWorkplaceDisputes/Employmenttribunals/DG_180301,https://www.gov.uk/employment-tribunals,301," Info elsewhere on web

Guide has link to MOJ PDF explaining how to fill in the ET1 form",content-type section site source status reviewed destination,article employment-employees directgov mapping-exercise closed no content,content-type:article section:employment-employees site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
Notice pay : Directgov - Employment,http://www.direct.gov.uk/en/Employment/RedundancyAndLeavingYourJob/Resigningorretiring/DG_10026689,https://www.gov.uk/handing-in-your-notice-resigning-leaving-job,301,"",content-type section site source status destination,article employment-employees directgov mapping-exercise closed content,content-type:article section:employment-employees site:directgov source:mapping-exercise status:closed destination:content,
Notice periods : Directgov - Employment,http://www.direct.gov.uk/en/Employment/RedundancyAndLeavingYourJob/Resigningorretiring/DG_175837,https://www.gov.uk/handing-in-your-notice-resigning-leaving-job,301,"No information on notice employer must give you (which is different from notice you should give them) and also nothing on fixed term contracts - propose adding content but with above would probably mean a short guide.
LS - fixed term contracts in separate guide,  statutory minimum period of notice on backlog",content-type section site source status reviewed destination,article employment-employees directgov mapping-exercise closed no content,content-type:article section:employment-employees site:directgov source:mapping-exercise status:closed reviewed:no destination:content,
"Notifying HMRC about a new trust : Directgov - Money, tax and benefits",http://www.direct.gov.uk/en/MoneyTaxAndBenefits/Taxes/Trusts/Introductiontotrusts/DG_191713,https://www.gov.uk/trusts-taxes/trustees-tax-responsibilities,301,"",content-type section site source status destination,article tax directgov mapping-exercise closed content,content-type:article section:tax site:directgov source:mapping-exercise status:closed destination:content,
Nottingham City Council : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011555,https://www.gov.uk/find-your-local-council,301,Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no content,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
Nottinghamshire County Council : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011554,https://www.gov.uk/find-your-local-council,301,Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no content,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
Nuneaton and Bedworth Borough Council : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011611,https://www.gov.uk/find-your-local-council,301,Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no content,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
"Nurseries, playgroups and reception classes : Directgov - Parents",http://www.direct.gov.uk/en/Parents/Preschooldevelopmentandlearning/NurseriesPlaygroupsReceptionClasses/index.htm,https://www.gov.uk/browse/family#/parenting,410,"18/07/12 AK - updated mapping; review-o-matic.

Except advice content",content-type section site source status reviewed destination,nav parents directgov mapping-exercise closed no gone,content-type:nav section:parents site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,""
Nutrition and school lunches : Directgov - Parents,http://www.direct.gov.uk/en/Parents/Schoolslearninganddevelopment/SchoolLife/DG_4016089,https://www.gov.uk/school-meals-healthy-eating-standards,301,"",content-type section site source status destination,article parents directgov mapping-exercise closed content,content-type:article section:parents site:directgov source:mapping-exercise status:closed destination:content,
Nystagmus and driving : Directgov - Motoring,http://www.direct.gov.uk/en/Motoring/DriverLicensing/MedicalRulesForDrivers/MedicalA-Z/DG_185699,https://www.gov.uk/nystagmus-and-driving,301,"content coming

To be incorporated into a new custom tool",content-type section site source status reviewed destination,article motoring directgov mapping-exercise closed no content,content-type:article section:motoring site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
Oadby and Wigston Borough Council : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011507,https://www.gov.uk/find-your-local-council,301,Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no content,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
"Objecting to the registration of Lasting Power of Attorney : Directgov - Government, citizens and ri",http://www.direct.gov.uk/en/Governmentcitizensandrights/Mentalcapacityandthelaw/Makingdecisionsforsomeoneelse/DG_195282,https://www.gov.uk/power-of-attorney/object-to-a-lasting-power-of-attorney,301,"09/10/12 AK - updated, 404 report.",content-type section site source status reviewed destination,article government-citizens-and-rights directgov mapping-exercise closed no content,content-type:article section:government-citizens-and-rights site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
Obsessive compulsive disorder and driving : Directgov - Motoring,http://www.direct.gov.uk/en/Motoring/DriverLicensing/MedicalRulesForDrivers/MedicalA-Z/DG_185700,https://www.gov.uk/obsessive-compulsive-disorder-and-driving,301,"content coming

To be incorporated into a new custom tool",content-type section site source status reviewed destination,article motoring directgov mapping-exercise closed no content,content-type:article section:motoring site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
Obstructions and roadworks on roads and highways : Directgov - Home and community,http://www.direct.gov.uk/en/HomeAndCommunity/WhereYouLive/RoadsAndStreets/DG_10026093,https://www.gov.uk/reporting-road-obstruction,301,"one to many. Two URLs in total - gone for assumed greatest need, but alternative would be and https://www.gov.uk/roadworks-in-your-area",content-type section site source status destination,article home-and-community directgov mapping-exercise closed content,content-type:article section:home-and-community site:directgov source:mapping-exercise status:closed destination:content,
Obstructive sleep apnoea and driving : Directgov - Motoring,http://www.direct.gov.uk/en/Motoring/DriverLicensing/MedicalRulesForDrivers/MedicalA-Z/DG_189498,https://www.gov.uk/sleep-apnoea-and-driving,301,"content coming

To be incorporated into a new custom tool",content-type section site source status reviewed destination,article motoring directgov mapping-exercise closed no content,content-type:article section:motoring site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
Ofcom (Office of Communications) : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011213,"",410, Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.ofcom.org.uk
Offender managers - how they can support you : Directgov - Crime and justice,http://www.direct.gov.uk/en/CrimeJusticeAndTheLaw/Sentencingprisonandprobation/Probation/DG_196051,https://www.gov.uk/guide-to-probation/meetings-with-your-offender-manager,301,"",content-type section site source status destination,article crime-and-justice directgov mapping-exercise closed content,content-type:article section:crime-and-justice site:directgov source:mapping-exercise status:closed destination:content,
Offenders' Families Helpline : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10010866,"",410,Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.offendersfamilieshelpline.org
Office for Budget Responsibility (OBR) : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_188497,"",410," Info elsewhere on web

Listed as an organisation on GOV.UK but no content page created",content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://budgetresponsibility.independent.gov.uk
"Office for Judicial Complaints - complaints procedure : Directgov - Government, citizens and rights",http://www.direct.gov.uk/en/Governmentcitizensandrights/Yourrightsandresponsibilities/Makingcomplaints-yourrights/DG_177956,https://www.gov.uk/complain-judge-magistrate-tribunal-coroner,301,"",content-type section site source status destination,article government-citizens-and-rights directgov mapping-exercise closed content,content-type:article section:government-citizens-and-rights site:directgov source:mapping-exercise status:closed destination:content,
Office for Judicial Complaints : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_177354,https://www.gov.uk/complain-judge-magistrate-tribunal-coroner,301,"",content-type section site source status destination,contact directories directgov mapping-exercise closed content,content-type:contact section:directories site:directgov source:mapping-exercise status:closed destination:content,
Office for National Statistics (ONS) : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10012143,"",410," Info elsewhere on web

Listed as organisation on GOV.UK but content page not yet created",content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.ons.gov.uk
Office of Fair Trading : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10010835,"",410," Info elsewhere on web

OFT describe themselves as a 'non-ministerial government department' but they aren't on the GOV.UK organisations list.",content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.oft.gov.uk
Office of Gas and Electricity Markets (OFGEM) : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10012146,"",410," Info elsewhere on web

Listed as organisation on GOV.UK but content page not yet created",content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.ofgem.gov.uk
Office of Government Commerce : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10012147,"",410," Info elsewhere on web

Part of the Cabinet Office but not listed on GOV.UK",content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.cabinetoffice.gov.uk/content/office-government-commerce-ogc
Office of Leader of the House of Commons : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10015217,"",410," Info elsewhere on web

Listed as an organisation on GOV.UK but content page not yet created",content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.cabinetoffice.gov.uk/content/office-leader-house-commons-information
Office of Qualifications and Examination Regulation : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_073439,"",410, Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.ofqual.gov.uk/
Office of Rail Regulation : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10012149,"",410," Info elsewhere on web

Listed as organisation on GOV.UK but content page not yet created",content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.rail-reg.gov.uk
Office of Tax Simplification (OTS) : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_189591,"",410," Info elsewhere on web

Listed as an organisation on GOV.UK but no content page created",content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.hm-treasury.gov.uk/ots.htm
Office of Water Services (OFWAT) : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_6000167,"",410, Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.ofwat.gov.uk
Office of the First Minister and Deputy First Minister (Northern Ireland) : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011204,"",410, Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.ofmdfmni.gov.uk
Office of the Parliamentary and Health Service Ombudsman : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10012155,"",410, Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.ombudsman.org.uk
Office of the Public Guardian (Scotland) : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011336,"",410," Info elsewhere on web

This is Scotland. OPG is listed as an organisation on GOV.UK but not OPG Scotland.",content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.publicguardian-scotland.gov.uk
Office of the Public Guardian : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10012178,"",410," Info elsewhere on web

Listed as organisation on GOV.UK but content page not yet created",content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.justice.gov.uk/about/opg
Office of the United Nations High Commissioner for Human Rights : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_175862,,410, Info elsewhere on web,content-type section site source status destination,contact directories directgov mapping-exercise closed gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed destination:gone,
Ofqual Northern Ireland : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_073451,"",410, Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.ofqual.gov.uk
"Ofsted (Office for Standards in Education, Children's Services and Skills) : Directgov - Directories",http://www.direct.gov.uk/en/Dl1/Directories/DG_10012144,"",410," Info elsewhere on web

Listed as organisation on GOV.UK but content page not yet created",content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.ofsted.gov.uk
Old Child Benefit page,http://www.direct.gov.uk/en/MoneyTaxAndBenefits/TaxCreditsandChildBenefit/Childbenefits/index.htm,https://www.gov.uk/browse/benefits/child,301,"",content-type status reviewed destination,nav closed no content,content-type:nav status:closed reviewed:no destination:content,""
Old DVLA request info page (V888),http://www.direct.gov.uk/en/Diol1/DoItOnline/DG_10016794,https://www.gov.uk/get-vehicle-information-from-dvla,301,"",content-type language status reviewed destination,article en closed no content,content-type:article language:en status:closed reviewed:no destination:content,""
Old Home Info packs EPCs page,http://www.direct.gov.uk/en/HomeAndCommunity/BuyingAndSellingYourHome/Homeinformationpacks/Energyperformancecertificates/index.htm,https://www.gov.uk/buy-sell-your-home/energy-performance-certificates,301,"",content-type language status reviewed destination,nav en closed no content,content-type:nav language:en status:closed reviewed:no destination:content,""
Old JCP JSA page,http://www.direct.gov.uk/en/MoneyTaxAndBenefits/BenefitsTaxCreditsAndOtherSupport/Employedorlookingforwork/DG_10018757,https://www.gov.uk/jobseekers-allowance/how-to-claim,301,04/10/12 AK - this was the URL for the JCP JSA page which redirected to the .html version. There are still links to this floating around somewhere.,content-type status reviewed destination,article closed no content,content-type:article status:closed reviewed:no destination:content,""
Old JSA page,http://www.direct.gov.uk/en/Diol1/DoItOnline/DG_178228,https://www.gov.uk/jobseekers-allowance/how-to-claim,301,04/10/12 AK - this is the old JSA page which redirects to the .html version. There are some links which still use this URL (including on the DWP site).,content-type status reviewed destination,article closed no content,content-type:article status:closed reviewed:no destination:content,""
Old Motability page,http://www.direct.gov.uk/en/DisabledPeople/MotoringAndTransport/AdaptingAVehicle/index.htm,https://www.gov.uk/browse/driving,301,"",content-type status reviewed destination,article closed no content,content-type:article status:closed reviewed:no destination:content,""
"Old adoption files and what they contain : Directgov - Government, citizens and rights",http://www.direct.gov.uk/en/Governmentcitizensandrights/Registeringlifeevents/Birthandadoptionrecords/Adoptionrecords/DG_175588,https://www.gov.uk/look-up-adoption-records,301,HO/GRO,content-type section site source status destination,article government-citizens-and-rights directgov mapping-exercise closed content,content-type:article section:government-citizens-and-rights site:directgov source:mapping-exercise status:closed destination:content,
Old caring money page,http://www.direct.gov.uk/en/caringforsomeone/moneymatters/dg_10012522,https://www.gov.uk/browse/benefits,301,"",content-type status reviewed destination,article closed no content,content-type:article status:closed reviewed:no destination:content,""
Old disability finance page,http://www.direct.gov.uk/en/DisabledPeople/FinancialSupport/DG_10011731,https://www.gov.uk/browse/disabilities/disabled-people,301,"",content-type status reviewed destination,article closed no content,content-type:article status:closed reviewed:no destination:content,""
Old disabled people homepage,http://www.direct.gov.uk/DisabledPeople/fs/en,https://www.gov.uk/browse/disabilities,301,"",content-type status reviewed destination,nav closed no content,content-type:nav status:closed reviewed:no destination:content,""
Old energy efficiency page (upper case),http://www.direct.gov.uk/en/Environmentandgreenerliving/Energyandwatersaving/energyandwaterefficiencyinyourhome/DG_064374,https://www.gov.uk/green-deal-energy-saving-measures,301,"",content-type language status reviewed destination,article en closed no content,content-type:article language:en status:closed reviewed:no destination:content,""
Old homepage,http://www.direct.gov.uk/Homepage/fs/en,https://www.gov.uk/,301,"",content-type language section status reviewed destination,nav en central-site closed no content,content-type:nav language:en section:central-site status:closed reviewed:no destination:content,""
Old homepage (Welsh),http://www.direct.gov.uk/Homepage/fs/cy,https://www.gov.uk/cymraeg,301,"",content-type language status reviewed destination,nav cy closed no content,content-type:nav language:cy status:closed reviewed:no destination:content,""
Old planning permission page,http://www.direct.gov.uk/en/HomeAndCommunity/Planning/BuildingRegulations/DG_10014147,https://www.gov.uk/browse/housing/planning-permission,301,"",content-type status reviewed destination,article closed yes content,content-type:article status:closed reviewed:yes destination:content,""
Old private renting redirect,http://www.direct.gov.uk/en/HomeAndCommunity/BuyingAndSellingYourHome/RentingAHome/DG_10020863,https://www.gov.uk/private-renting,301,"",content-type status reviewed destination,article closed no content,content-type:article status:closed reviewed:no destination:content,""
Old student finance page,http://www.direct.gov.uk/en/EducationAndLearning/UniversityAndHigherEducation/DG_073697,https://www.gov.uk/browse/education/student-finance,301,"",content-type status reviewed destination,article closed no content,content-type:article status:closed reviewed:no destination:content,""
Old tenancy deposit page,http://www.direct.gov.uk/en/TenancyDeposit/DG_066391,https://www.gov.uk/private-renting,301,"",content-type language section status reviewed destination,article en home-and-community closed no content,content-type:article language:en section:home-and-community status:closed reviewed:no destination:content,""
Older drivers - deciding when to stop driving : Directgov - Motoring,http://www.direct.gov.uk/en/Motoring/DriverSafety/DG_195006,,410," Advice only

on backlog to analyse whether 'when do i have to stop driving ' is a need

Advice, but what are the metrics on this one? Is there a need for answering the question 'when do I have to stop driving?'
LS - on list for analysis",content-type section site source status destination,article motoring directgov mapping-exercise closed gone,content-type:article section:motoring site:directgov source:mapping-exercise status:closed destination:gone,
Oldham Metropolitan Borough Council : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011635,https://www.gov.uk/find-your-local-council,301,Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no content,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
Olympic Delivery Authority : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_069043,"",410," Info elsewhere on web

Listed as organisation on GOV.UK but content page not yet created",content-type section site source status destination,contact directories directgov mapping-exercise closed gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed destination:gone,
Olympic and Paralympic Games: tickets and competition schedule : Directgov - Newsroom,http://www.direct.gov.uk/en/Nl1/Newsroom/DG_195771,,410,"",content-type section site source status destination,article newsroom directgov mapping-exercise closed gone,content-type:article section:newsroom site:directgov source:mapping-exercise status:closed destination:gone,
