,Pages,URL,HRef,Visits,Views,Average Time Viewed (seconds),Average Time to Serve (ms)
1158,Ministry of Defence | Defence News | Military Operations | Afghanistan operational air update 18 February 2012,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/afghanistanoperationalairupdate18february2012.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/afghanistanoperationalairupdate18february2012.htm,2498,3230,78,0
1159,Ministry of Defence | Defence News | History and Honour | RAF Tornado squadron home from Afghanistan,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/raftornadosquadronhomefromafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/raftornadosquadronhomefromafghanistan.htm,2495,3043,55,0
1160,Ministry of Defence | Defence News | In Depth,http://www.mod.uk/defenceinternet/defencenews/indepth/libyaoperationellamy.htm,http://www.mod.uk/defenceinternet/defencenews/indepth/libyaoperationellamy.htm,2495,3584,59,0
1161,Ministry of Defence | Defence News | History and Honour | Royal Marines Reserves guard Edinburgh Castle,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/royalmarinesreservesguardedinburghcastle.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/royalmarinesreservesguardedinburghcastle.htm,2495,4306,51,0
1162,Ministry of Defence | Defence For... | Veterans | Medals | George Medal,http://www.mod.uk/defenceinternet/defencefor/veterans/medals/georgemedal.htm,http://www.mod.uk/defenceinternet/defencefor/veterans/medals/georgemedal.htm,2490,3235,39,0
1163,Ministry of Defence | Defence News | Military Operations | Royal Navy sailors survey Shackleton's island,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/royalnavysailorssurveyshackletonsisland.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/royalnavysailorssurveyshackletonsisland.htm,2485,4068,51,0
1164,Ministry of Defence | Defence News | Training and Adventure | Helicopter masterclass for airborne medics,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/helicoptermasterclassforairbornemedics.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/helicoptermasterclassforairbornemedics.htm,2483,3812,46,0
1165,Ministry of Defence | About Defence | Corporate Publications | Personnel Publications | Pay,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/personnelpublications/pay/servicepersonnelpay.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/personnelpublications/pay/servicepersonnelpay.htm,2481,3359,72,0
1166,Ministry of Defence | MicroSite | DMS | What We Do | Defence Medical Services (DMS),http://www.mod.uk/defenceinternet/microsite/dms/whatwedo/defencemedicalservicesdms.htm,http://www.mod.uk/defenceinternet/microsite/dms/whatwedo/defencemedicalservicesdms.htm,2479,3622,88,0
1167,Ministry of Defence | Defence News | Training and Adventure | RAF Tucanos support front line operations,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/raftucanossupportfrontlineoperations.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/raftucanossupportfrontlineoperations.htm,2477,2897,92,0
1168,Ministry of Defence | Contact us | Other Contact Forms | Contact DBS Finance,http://www.mod.uk/defenceinternet/contactus/othercontactforms/contactfmssc.htm,http://www.mod.uk/defenceinternet/contactus/othercontactforms/contactfmssc.htm,2474,3064,163,0
1169,Ministry of Defence | About Defence | What we do | Equipment and Logistics | WFM | Whole Fleet Management Programme Management Office (WFM PMO),http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/equipmentandlogistics/wfm/wfmipt.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/equipmentandlogistics/wfm/wfmipt.htm,2472,3300,116,0
1170,Ministry of Defence | Defence News | Military Operations | Lance Corporal Peter Eustace killed in Afghanistan,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/lancecorporalpetereustacekilledinafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/lancecorporalpetereustacekilledinafghanistan.htm,2467,2732,119,0
1171,Ministry of Defence | Defence For... | The Service Community | HIVE Information Service | Wales and Western England,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/walesandwestern/hivewalesandwesternengland.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/walesandwestern/hivewalesandwesternengland.htm,2465,3832,32,0
1172,Ministry of Defence | About Defence | What we do | Equipment and Logistics,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/equipmentandlogistics/equipmentandlogistics.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/equipmentandlogistics/equipmentandlogistics.htm,2464,3328,38,0
1173,Ministry of Defence | Defence News | Training and Adventure | RAF station supports electronic warfare exercise,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/rafstationsupportselectronicwarfareexercise.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/rafstationsupportselectronicwarfareexercise.htm,2464,3559,57,0
1174,Ministry of Defence | About Defence | What we do | Training and Exercises | Royal College of Defence Studies | About Us | Contact RCDS,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/trainingandexercises/rcds/about us/contactrcds.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/trainingandexercises/rcds/about us/contactrcds.htm,2463,2993,90,0
1175,Ministry of Defence | Defence News | Training and Adventure | UK military expedition marks centenary of Scott reaching South Pole,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/ukmilitaryexpeditionmarkscentenaryofscottreachingsouthpole.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/ukmilitaryexpeditionmarkscentenaryofscottreachingsouthpole.htm,2462,3428,90,0
1176,Ministry of Defence | Defence News | Military Operations | RFA Wave Knight rescues sailors in distress,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/rfawaveknightrescuessailorsindistress.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/rfawaveknightrescuessailorsindistress.htm,2459,2862,61,0
1177,Ministry of Defence | Defence News | History and Honour | Tankies home from Helmand,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/tankieshomefromhelmand.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/tankieshomefromhelmand.htm,2458,3992,54,0
1178,Ministry of Defence | Defence News | People In Defence | Rap star performs for troops home from Helmand,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/rapstarperformsfortroopshomefromhelmand.htm,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/rapstarperformsfortroopshomefromhelmand.htm,2457,3119,47,0
1179,Ministry of Defence | Defence News | Defence Policy and Business | Navy and RAF among top 100 employers of gay people,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/navyandrafamongtop100employersofgaypeople.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/navyandrafamongtop100employersofgaypeople.htm,2457,3593,58,0
1180,Ministry of Defence | Defence News | People In Defence | Military personnel announced as Olympic Torchbearers,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/militarypersonnelannouncedasolympictorchbearers.htm,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/militarypersonnelannouncedasolympictorchbearers.htm,2452,3150,62,0
1181,Ministry of Defence | Defence News | Defence Policy and Business | Budget provides measures to support Service personnel and their families,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/budgetprovidesmeasurestosupportservicepersonnelandtheirfamilies.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/budgetprovidesmeasurestosupportservicepersonnelandtheirfamilies.htm,2449,2696,135,0
1182,Ministry of Defence | About Defence | Corporate Publications | Finance and Procurement Publications | DBS Finance,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/financeandprocurementpublications/fmssc/list.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/financeandprocurementpublications/fmssc/list.htm,2447,3395,124,0
1183,,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/airsafetyandaviationpublications/maa/corporateinformation/maaregulatoryinstructions.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/airsafetyandaviationpublications/maa/corporateinformation/maaregulatoryinstructions.htm,2447,3938,59,0
1184,Ministry of Defence | Defence News | People In Defence | High-profile guests visit Tobacco Dock,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/highprofileguestsvisittobaccodock.htm,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/highprofileguestsvisittobaccodock.htm,2442,4378,60,0
1185,Ministry of Defence | Defence News | Royal Air Force,http://mod.uk/defenceinternet/defencenews/raf/raf.htm,http://mod.uk/defenceinternet/defencenews/raf/raf.htm,2439,4433,122,0
1186,Ministry of Defence | Defence News | People In Defence | Battlefield visits boost wounded soldiers' skills,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/battlefieldvisitsboostwoundedsoldiersskills.htm,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/battlefieldvisitsboostwoundedsoldiersskills.htm,2438,3565,51,0
1187,Ministry of Defence | Defence News | Military Operations | Army and RAF help combat Mount Kenya fires,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/armyandrafhelpcombatmountkenyafires.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/armyandrafhelpcombatmountkenyafires.htm,2437,3191,61,0
1188,Ministry of Defence | About Defence | What we do | Reserve Forces and Cadets | Cadets | About the Cadet Forces,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/reserveforcesandcadets/cadets/aboutthecadetforces.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/reserveforcesandcadets/cadets/aboutthecadetforces.htm,2436,2882,110,0
1189,Ministry of Defence | Defence News | History and Honour | Countess unveils memorial to wartime secret heroes,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/countessunveilsmemorialtowartimesecretheroes.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/countessunveilsmemorialtowartimesecretheroes.htm,2435,3756,59,0
1190,Ministry of Defence | Defence News | Military Operations | HMS Somerset in Tanzania for 50th anniversary of independence,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/hmssomersetintanzaniafor50thanniversaryofindependence.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/hmssomersetintanzaniafor50thanniversaryofindependence.htm,2434,3808,47,0
1191,Ministry of Defence | Defence For... | The Service Community | HIVE Information Service | Central England | Grantham HIVE,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/central/granthamhive.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/central/granthamhive.htm,2431,2935,139,0
1192,Ministry of Defence | Defence News | Military Operations | Afghan Army step up in the fight against IEDs,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/afghanarmystepupinthefightagainstieds.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/afghanarmystepupinthefightagainstieds.htm,2426,3503,63,0
1193,Ministry of Defence | Defence News | Military Operations | Sea King squadron home from Helmand,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/seakingsquadronhomefromhelmand.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/seakingsquadronhomefromhelmand.htm,2426,3163,64,0
1194,Ministry of Defence | Defence News | People In Defence | Army engineers to help build record-breaking car,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/armyengineerstohelpbuildrecordbreakingcar.htm,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/armyengineerstohelpbuildrecordbreakingcar.htm,2423,3699,62,0
1195,Ministry of Defence | Defence News | History and Honour | Plans to recover bell of HMS Hood postponed,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/planstorecoverbellofhmshoodpostponed.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/planstorecoverbellofhmshoodpostponed.htm,2419,3584,65,0
1196,Ministry of Defence | Defence News | Equipment and Logistics | Royal Navy survey ship departs on Gulf deployment,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/royalnavysurveyshipdepartsongulfdeployment.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/royalnavysurveyshipdepartsongulfdeployment.htm,2415,3132,63,0
1197,"Ministry of Defence | Defence News | People In Defence | Warrant Officer notches up 8,000 flying hours",http://www.mod.uk/defenceinternet/defencenews/peopleindefence/warrantofficernotchesup8000flyinghours.htm,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/warrantofficernotchesup8000flyinghours.htm,2409,3614,78,0
1198,Ministry of Defence | About Defence | What we do | Science and Technology | Defence Spectrum | Sharing Defence Spectrum,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/scienceandtechnology/spectrum/sharingdefencespectrum.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/scienceandtechnology/spectrum/sharingdefencespectrum.htm,2408,3133,74,0
1199,Ministry of Defence | Contact us | Response | FOI Enquiry Thank You,http://www.mod.uk/defenceinternet/contactus/response/foienquirythankyou.htm,http://www.mod.uk/defenceinternet/contactus/response/foienquirythankyou.htm,2408,2688,141,0
1200,Ministry of Defence | Defence News | People In Defence | Royal Navy team keep helicopters going in Afghanistan,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/royalnavyteamkeephelicoptersgoinginafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/royalnavyteamkeephelicoptersgoinginafghanistan.htm,2407,3667,57,0
1201,Ministry of Defence | Defence News | Military Operations | Afghanistan operational air update 31 December,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/afghanistanoperationalairupdate31december.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/afghanistanoperationalairupdate31december.htm,2406,2884,82,0
1202,Ministry of Defence | Defence News | People In Defence | Decorated and dedicated supply specialists ready for Afghanistan,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/decoratedanddedicatedsupplyspecialistsreadyforafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/decoratedanddedicatedsupplyspecialistsreadyforafghanistan.htm,2404,3421,98,0
1203,Ministry of Defence | Defence News | Military Operations | New Afghan Army Counter-IED Team demonstrates skills,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/newafghanarmycounteriedteamdemonstratesskills.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/newafghanarmycounteriedteamdemonstratesskills.htm,2404,3270,62,0
1204,Ministry of Defence | Defence News | Defence Policy and Business | Defence Secretary visits Afghanistan and agrees new officer academy,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/defencesecretaryvisitsafghanistanandagreesnewofficeracademy.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/defencesecretaryvisitsafghanistanandagreesnewofficeracademy.htm,2401,3269,63,0
1205,Ministry of Defence | Defence News | Training and Adventure | Rifles reservists train with Regular Army colleagues,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/riflesreserviststrainwithregulararmycolleagues.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/riflesreserviststrainwithregulararmycolleagues.htm,2401,3834,59,0
1206,Ministry of Defence | Defence News | Training and Adventure | RAF personnel support helicopter crews on training exercise,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/rafpersonnelsupporthelicoptercrewsontrainingexercise.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/rafpersonnelsupporthelicoptercrewsontrainingexercise.htm,2396,3673,49,0
1207,Ministry of Defence | MicroSite | DES | Our Teams | Land Teams,http://www.mod.uk/defenceinternet/microsite/des/ourteams/landteams/,http://www.mod.uk/defenceinternet/microsite/des/ourteams/landteams/,2396,5455,29,0
1208,Ministry of Defence | Picture Viewers | GALLERY: British soldiers fight Taliban in two-day battle,http://www.mod.uk/defenceinternet/pictureviewers/gallerybritishsoldiersfighttalibanintwodaybattle.htm,http://www.mod.uk/defenceinternet/pictureviewers/gallerybritishsoldiersfighttalibanintwodaybattle.htm,2395,3507,54,0
1209,Ministry of Defence | Defence News | Defence Policy and Business | 12th Mechanized Brigade to replace 20th Armoured Brigade in Helmand (updated),http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/12thmechanizedbrigadetoreplace20tharmouredbrigadeinhelmandupdated.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/12thmechanizedbrigadetoreplace20tharmouredbrigadeinhelmandupdated.htm,2394,3990,87,0
1210,Ministry of Defence | Defence News | Training and Adventure | Army Reserves regiment soars to new heights with Wildcat trials,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/armyreservesregimentsoarstonewheightswithwildcattrials.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/armyreservesregimentsoarstonewheightswithwildcattrials.htm,2394,3506,68,0
1211,Ministry of Defence | Defence For... | The Service Community | HIVE Information Service | East Anglia | Woodbridge HIVE,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/eastanglia/woodbridgehive.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/eastanglia/woodbridgehive.htm,2393,3007,180,0
1212,Ministry of Defence | Defence News | History and Honour | Services commemorate Falklands War anniversary,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/servicescommemoratefalklandswaranniversary.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/servicescommemoratefalklandswaranniversary.htm,2390,3182,46,0
1213,Ministry of Defence | Defence News | Military Operations | Afghanistan operational air update 28 January 2012,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/afghanistanoperationalairupdate28january2012.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/afghanistanoperationalairupdate28january2012.htm,2384,2997,81,0
1214,Ministry of Defence | Defence News | History and Honour | Army signaller wins Churchill Medal 2012,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/armysignallerwinschurchillmedal2012.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/armysignallerwinschurchillmedal2012.htm,2378,2801,59,0
1215,Ministry of Defence | Defence News | Military Operations | Largest intake on UK-run Afghan police training course,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/largestintakeonukrunafghanpolicetrainingcourse.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/largestintakeonukrunafghanpolicetrainingcourse.htm,2374,3563,52,0
1216,Ministry of Defence | Defence News | Military Operations | Guardsman Michael Roland killed in Afghanistan,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/guardsmanmichaelrolandkilledinafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/guardsmanmichaelrolandkilledinafghanistan.htm,2371,2846,94,0
1217,Ministry of Defence | Defence News | Military Operations | RFA Fort Victoria disembarks pirates for prosecution in the Seychelles,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/rfafortvictoriadisembarkspiratesforprosecutionintheseychelles.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/rfafortvictoriadisembarkspiratesforprosecutionintheseychelles.htm,2371,3641,53,0
1218,Ministry of Defence | Defence News | Defence Policy and Business | Head of the Army reaffirms commitment to Afghanistan mission,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/headofthearmyreaffirmscommitmenttoafghanistanmission.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/headofthearmyreaffirmscommitmenttoafghanistanmission.htm,2369,3751,56,0
1219,Ministry of Defence | Defence News | Training and Adventure | Gurkhas deploy for first time on Exercise Southern Cross,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/gurkhasdeployforfirsttimeonexercisesoutherncross.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/gurkhasdeployforfirsttimeonexercisesoutherncross.htm,2368,3397,54,0
1220,Ministry of Defence | Defence News | History and Honour | Prince Harry visits RAF Honington,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/princeharryvisitsrafhonington.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/princeharryvisitsrafhonington.htm,2368,3982,58,0
1221,Ministry of Defence | Contact us | Request for Information - Information Request - Email Response,http://www.mod.uk/defenceinternet/contactus/requestforinformationinformationrequestemailresponse.htm,http://www.mod.uk/defenceinternet/contactus/requestforinformationinformationrequestemailresponse.htm,2364,2881,184,0
1222,Ministry of Defence | Defence News | Military Operations | Armed Forces thanked for outstanding Olympics duties,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/armedforcesthankedforoutstandingolympicsduties.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/armedforcesthankedforoutstandingolympicsduties.htm,2362,4459,62,0
1223,Ministry of Defence | About Defence | What we do | Security and Intelligence | DIS | Defence Intelligence roles,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/securityandintelligence/dis/defenceintelligenceroles.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/securityandintelligence/dis/defenceintelligenceroles.htm,2354,2852,49,0
1224,Ministry of Defence | Defence For... | Jobseekers | Civilian Careers | Job Vacancies,http://mod.uk/defenceinternet/defencefor/jobseekers/civiliancareers/jobvacancies.htm,http://mod.uk/defenceinternet/defencefor/jobseekers/civiliancareers/jobvacancies.htm,2349,3446,70,0
1225,Ministry of Defence | Defence News | Equipment and Logistics | MOD announces investment in nuclear facilities,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/modannouncesinvestmentinnuclearfacilities.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/modannouncesinvestmentinnuclearfacilities.htm,2346,2618,77,0
1226,Ministry of Defence | About Defence | Corporate Publications | Business plans | MOD Business Plans | Business Plan 2011-2015,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/businessplans/modbusinessplans/businessplan20112015.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/businessplans/modbusinessplans/businessplan20112015.htm,2343,4249,107,0
1227,Ministry of Defence | Defence News | Training and Adventure | Combat medic reservists learn infantry skills,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/combatmedicreservistslearninfantryskills.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/combatmedicreservistslearninfantryskills.htm,2340,3738,59,0
1228,Ministry of Defence | MicroSite | DES | Our Teams | ISTAR Teams,http://www.mod.uk/defenceinternet/microsite/des/ourteams/istarteams/list.htm,http://www.mod.uk/defenceinternet/microsite/des/ourteams/istarteams/list.htm,2338,4055,37,0
1229,Ministry of Defence | Defence News | Defence Policy and Business | Hammond - UK would welcome enhanced defence relationship with Germany,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/hammondukwouldwelcomeenhanceddefencerelationshipwithgermany.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/hammondukwouldwelcomeenhanceddefencerelationshipwithgermany.htm,2336,3273,99,0
1230,Ministry of Defence | Defence News | History and Honour | HMS Montrose welcomed home from South Atlantic,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/hmsmontrosewelcomedhomefromsouthatlantic.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/hmsmontrosewelcomedhomefromsouthatlantic.htm,2335,3940,57,0
1231,Ministry of Defence | Defence News | Military Operations | Afghanistan operational air update 11 February 2012,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/afghanistanoperationalairupdate11february2012.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/afghanistanoperationalairupdate11february2012.htm,2333,2737,85,0
1232,Ministry of Defence | About Defence | History | History of the Old War Office,http://www.mod.uk/defenceinternet/aboutdefence/history/historyoftheoldwaroffice/historyoftheoldwaroffice.htm,http://www.mod.uk/defenceinternet/aboutdefence/history/historyoftheoldwaroffice/historyoftheoldwaroffice.htm,2331,3536,34,0
1233,Ministry of Defence | About Defence | What we do | Defence Estate and Environment | Access and Recreation | South East | Hankley and Elstead Commons,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/defenceestateandenvironment/accessrecreation/southeast/hankleyandelsteadcommons.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/defenceestateandenvironment/accessrecreation/southeast/hankleyandelsteadcommons.htm,2331,3027,104,0
1234,Ministry of Defence | About Defence | Corporate Publications | Legal Publications | Law of Armed Conflict,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/legalpublications/lawofarmedconflict/lawofarmedconflict.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/legalpublications/lawofarmedconflict/lawofarmedconflict.htm,2328,3588,87,0
1235,Ministry of Defence | Defence News | History and Honour | IN PICTURES: Services around the globe mark Remembrance Sunday,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/inpicturesservicesaroundtheglobemarkremembrancesunday.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/inpicturesservicesaroundtheglobemarkremembrancesunday.htm,2325,3034,47,0
1236,Ministry of Defence | Defence News | Training and Adventure | CGS inspects graduating Junior Soldiers,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/cgsinspectsgraduatingjuniorsoldiers.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/cgsinspectsgraduatingjuniorsoldiers.htm,2322,3974,65,0
1237,Ministry of Defence | Defence News | Military Operations | HMS Tyne nets record-breaking catch,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/hmstynenetsrecordbreakingcatch.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/hmstynenetsrecordbreakingcatch.htm,2321,3355,65,0
1238,Ministry of Defence | Defence News | People In Defence | Army reservist provides Olympics security at Eton Dorney,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/armyreservistprovidesolympicssecurityatetondorney.htm,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/armyreservistprovidesolympicssecurityatetondorney.htm,2316,3269,46,0
1239,Ministry of Defence | Defence News | Training and Adventure | West Midlands soldiers prepare to keep peace in Cyprus,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/westmidlandssoldierspreparetokeeppeaceincyprus.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/westmidlandssoldierspreparetokeeppeaceincyprus.htm,2315,2948,57,0
1240,Ministry of Defence | Defence News | Defence Policy and Business | Free travel for military personnel supporting Paralympic Games security,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/freetravelformilitarypersonnelsupportingparalympicgamessecurity.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/freetravelformilitarypersonnelsupportingparalympicgamessecurity.htm,2311,2670,90,0
1241,Ministry of Defence | About Defence | What we do | Training and Exercises | Royal College of Defence Studies | About Us,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/trainingandexercises/rcds/about us/aboutus.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/trainingandexercises/rcds/about us/aboutus.htm,2306,3328,51,0
1242,Ministry of Defence | Defence News | History and Honour | Last known Service person from WWI dies,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/lastknownservicepersonfromwwidies.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/lastknownservicepersonfromwwidies.htm,2305,2863,75,0
1243,Ministry of Defence | Defence News | History and Honour | Welsh Cavalry return from Afghanistan,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/welshcavalryreturnfromafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/welshcavalryreturnfromafghanistan.htm,2304,3175,45,0
1244,Ministry of Defence | Fact Sheets | Operations Factsheets | Operations in Afghanistan: Chronology of Events,http://www.mod.uk/defenceinternet/factsheets/operationsfactsheets/operationsinafghanistanchronologyofevents.htm,http://www.mod.uk/defenceinternet/factsheets/operationsfactsheets/operationsinafghanistanchronologyofevents.htm,2301,3122,82,0
1245,Ministry of Defence | About Defence | Corporate Publications | Business plans,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/businessplans/businessplans.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/businessplans/businessplans.htm,2299,3757,17,0
